Year,NAME,state,place
2020,Abbs Valley CDP,51,00110
2020,Abingdon town,51,00148
2020,Accomac town,51,00180
2020,Adwolf CDP,51,00468
2020,Afton CDP,51,00484
2020,Alberta town,51,00724
2020,Aldie CDP,51,00772
2020,Alexandria city,51,01000
2020,Allison Gap CDP,51,01240
2020,Allisonia CDP,51,01256
2020,Altavista town,51,01528
2020,Amelia Court House CDP,51,01640
2020,Amherst town,51,01672
2020,Amonate CDP,51,01752
2020,Annandale CDP,51,01912
2020,Appalachia town,51,02040
2020,Apple Mountain Lake CDP,51,02064
2020,Appomattox town,51,02072
2020,Aquia Harbour CDP,51,02112
2020,Arcola CDP,51,02248
2020,Arlington CDP,51,03000
2020,Arrington CDP,51,03208
2020,Ashburn CDP,51,03320
2020,Ashland town,51,03368
2020,Atkins CDP,51,03512
2020,Atlantic CDP,51,03528
2020,Augusta Springs CDP,51,03608
2020,Austinville CDP,51,03656
2020,Bailey's Crossroads CDP,51,04088
2020,Barboursville CDP,51,04392
2020,Baskerville CDP,51,04856
2020,Bassett CDP,51,04872
2020,Bastian CDP,51,04904
2020,Basye CDP,51,04920
2020,Bayside CDP,51,05200
2020,Baywood CDP,51,05256
2020,Bealeton CDP,51,05336
2020,Bedford town,51,05544
2020,Belle Haven town,51,05912
2020,Belle Haven CDP,51,05928
2020,Bellwood CDP,51,06216
2020,Belmont CDP,51,06275
2020,Belmont Estates CDP,51,06336
2020,Belspring CDP,51,06424
2020,Belview CDP,51,06512
2020,Benns Church CDP,51,06712
2020,Bensley CDP,51,06728
2020,Berryville town,51,06968
2020,Bethel Manor CDP,51,07160
2020,Big Island CDP,51,07400
2020,Big Rock CDP,51,07448
2020,Big Stone Gap town,51,07480
2020,Big Stone Gap East CDP,51,07484
2020,Blacksburg town,51,07784
2020,Blackstone town,51,07832
2020,Blairs CDP,51,07944
2020,Bland CDP,51,07976
2020,Bloxom town,51,08120
2020,Bluefield town,51,08152
2020,Blue Ridge CDP,51,08200
2020,Blue Ridge Shores CDP,51,08264
2020,Bobtown CDP,51,08320
2020,Boissevain CDP,51,08376
2020,Bon Air CDP,51,08472
2020,Boones Mill town,51,08584
2020,Boston CDP,51,08675
2020,Boswell's Corner CDP,51,08708
2020,Bowling Green town,51,08888
2020,Boyce town,51,08984
2020,Boydton town,51,09016
2020,Boykins town,51,09032
2020,Bracey CDP,51,09064
2020,Braddock CDP,51,09072
2020,Brambleton CDP,51,09188
2020,Branchville town,51,09208
2020,Brandermill CDP,51,09248
2020,Brandy Station CDP,51,09352
2020,Breaks CDP,51,09400
2020,Bridgewater town,51,09656
2020,Brightwood CDP,51,09752
2020,Bristol city,51,09816
2020,Broadlands CDP,51,09952
2020,Broadway town,51,10040
2020,Brodnax town,51,10072
2020,Brookneal town,51,10296
2020,Brucetown CDP,51,10568
2020,Buchanan town,51,10744
2020,Buckhall CDP,51,10776
2020,Buckingham Courthouse CDP,51,10856
2020,Buena Vista city,51,11032
2020,Bull Run CDP (Fairfax County),51,11224
2020,Bull Run CDP (Prince William County),51,11230
2020,Bull Run Mountain Estates CDP,51,11245
2020,Burke CDP,51,11464
2020,Burke Centre CDP,51,11470
2020,Burkeville town,51,11560
2020,Callaghan CDP,51,12136
2020,Calverton CDP,51,12264
2020,Camp Barrett CDP,51,12472
2020,Camptown CDP,51,12590
2020,Cana CDP,51,12600
2020,Cape Charles town,51,12808
2020,Capron town,51,12904
2020,Captains Cove CDP,51,12915
2020,Carrollton CDP,51,13160
2020,Carrsville CDP,51,13192
2020,Cascades CDP,51,13403
2020,Castlewood CDP,51,13512
2020,Catlett CDP,51,13624
2020,Cats Bridge CDP,51,13635
2020,Cave Spring CDP,51,13720
2020,Cedar Bluff town,51,13784
2020,Central Garage CDP,51,14312
2020,Centreville CDP,51,14440
2020,Chamberlayne CDP,51,14544
2020,Chantilly CDP,51,14744
2020,Charles City CDP,51,14904
2020,Charlotte Court House town,51,14952
2020,Charlottesville city,51,14968
2020,Chase City town,51,14984
2020,Chase Crossing CDP,51,14995
2020,Chatham town,51,15000
2020,Chatmoss CDP,51,15048
2020,Cheriton town,51,15112
2020,Cherry Hill CDP,51,15176
2020,Chesapeake city,51,16000
2020,Chester CDP,51,16096
2020,Chester Gap CDP,51,16240
2020,Chilhowie town,51,16480
2020,Chincoteague town,51,16512
2020,Christiansburg town,51,16608
2020,Churchville CDP,51,16736
2020,Claremont town,51,16880
2020,Clarksville town,51,16992
2020,Claypool Hill CDP,51,17120
2020,Cleveland town,51,17296
2020,Clifton town,51,17376
2020,Cliftondale Park CDP,51,17424
2020,Clifton Forge town,51,17440
2020,Clinchco town,51,17504
2020,Clinchport town,51,17536
2020,Clintwood town,51,17552
2020,Clover CDP,51,17632
2020,Cloverdale CDP,51,17680
2020,Cluster Springs CDP,51,17776
2020,Coeburn town,51,17952
2020,Collinsville CDP,51,18352
2020,Colonial Beach town,51,18400
2020,Colonial Heights city,51,18448
2020,Columbia CDP,51,18624
2020,Concord CDP,51,18880
2020,Countryside CDP,51,19560
2020,County Center CDP,51,19571
2020,Courtland town,51,19600
2020,Covington city,51,19728
2020,Craigsville town,51,19904
2020,Crewe town,51,20160
2020,Crimora CDP,51,20240
2020,Crosspointe CDP,51,20436
2020,Crozet CDP,51,20560
2020,Culpeper town,51,20752
2020,Cumberland CDP,51,20768
2020,Dahlgren CDP,51,21008
2020,Dahlgren Center CDP,51,21016
2020,Dale City CDP,51,21088
2020,Daleville CDP,51,21152
2020,Damascus town,51,21184
2020,Dante CDP,51,21312
2020,Danville city,51,21344
2020,Dayton town,51,21648
2020,Deep Creek CDP,51,21776
2020,Deerfield CDP,51,21872
2020,Deltaville CDP,51,22064
2020,Dendron town,51,22160
2020,Difficult Run CDP,51,22472
2020,Dillwyn town,51,22560
2020,Dinwiddie CDP,51,22576
2020,Disputanta CDP,51,22640
2020,Dooms CDP,51,22976
2020,Doran CDP,51,23008
2020,Drakes Branch town,51,23376
2020,Dranesville CDP,51,23392
2020,Draper CDP,51,23408
2020,Dryden CDP,51,23584
2020,Dublin town,51,23648
2020,Duffield town,51,23680
2020,Dulles Town Center CDP,51,23732
2020,Dumbarton CDP,51,23744
2020,Dumfries town,51,23760
2020,Dunbar CDP,51,23776
2020,Dungannon town,51,23952
2020,Dunn Loring CDP,51,23984
2020,Eagle Rock CDP,51,24208
2020,Earlysville CDP,51,24272
2020,East Highland Park CDP,51,24496
2020,East Lexington CDP,51,24544
2020,East Stone Gap CDP,51,24720
2020,Eastville town,51,24752
2020,Ebony CDP,51,24816
2020,Edinburg town,51,25008
2020,Eggleston CDP,51,25136
2020,Elkton town,51,25408
2020,Elliston CDP,51,25488
2020,Emory CDP,51,25792
2020,Emporia city,51,25808
2020,Enon CDP,51,25877
2020,Esmont CDP,51,25968
2020,Ettrick CDP,51,26128
2020,Ewing CDP,51,26384
2020,Exmore town,51,26416
2020,Fairfax city,51,26496
2020,Fairfax Station CDP,51,26592
2020,Fairfield CDP,51,26656
2020,Fair Lakes CDP,51,26701
2020,Fairlawn CDP,51,26736
2020,Fair Oaks CDP,51,26875
2020,Fairview CDP,51,26944
2020,Fairview Beach CDP,51,27040
2020,Falls Church city,51,27200
2020,Falls Mills CDP,51,27232
2020,Falmouth CDP,51,27264
2020,Fancy Gap CDP,51,27296
2020,Farmville town,51,27440
2020,Ferrum CDP,51,27712
2020,Fieldale CDP,51,27744
2020,Fincastle town,51,27824
2020,Fishersville CDP,51,27968
2020,Flint Hill CDP,51,28496
2020,Floris CDP,51,28528
2020,Floyd town,51,28544
2020,Forest CDP,51,28688
2020,Fort Belvoir CDP,51,29008
2020,Fort Chiswell CDP,51,29040
2020,Fort Hunt CDP,51,29136
2020,Fort Lee CDP,51,29152
2020,Franconia CDP,51,29552
2020,Franklin city,51,29600
2020,Franklin Farm CDP,51,29628
2020,Franktown CDP,51,29712
2020,Fredericksburg city,51,29744
2020,Free Union CDP,51,29840
2020,Fries town,51,29920
2020,Front Royal town,51,29968
2020,Gainesville CDP,51,30176
2020,Galax city,51,30208
2020,Gargatha CDP,51,30384
2020,Gasburg CDP,51,30480
2020,Gate City town,51,30496
2020,George Mason CDP,51,30618
2020,Glade Spring town,51,31056
2020,Glasgow town,51,31136
2020,Glen Allen CDP,51,31200
2020,Glen Lyn town,51,31376
2020,Glenvar CDP,51,31488
2020,Glen Wilton CDP,51,31504
2020,Gloucester Courthouse CDP,51,31608
2020,Gloucester Point CDP,51,31616
2020,Goochland CDP,51,31808
2020,Goose Creek Village CDP,51,31912
2020,Gordonsville town,51,31936
2020,Gore CDP,51,31952
2020,Goshen town,51,31968
2020,Gratton CDP,51,32320
2020,Great Falls CDP,51,32496
2020,Great Falls Crossing CDP,51,32498
2020,Greenbackville CDP,51,32560
2020,Greenbriar CDP,51,32592
2020,Greenbush CDP,51,32624
2020,Greenville CDP,51,32944
2020,Gretna town,51,33232
2020,Grottoes town,51,33488
2020,Groveton CDP,51,33584
2020,Grundy town,51,33648
2020,Gwynn CDP,51,33824
2020,Halifax town,51,34064
2020,Hallwood town,51,34176
2020,Hamilton town,51,34240
2020,Hampden-Sydney CDP,51,34304
2020,Hampton city,51,35000
2020,Hanover CDP,51,35160
2020,Harborton CDP,51,35240
2020,Harrisonburg city,51,35624
2020,Harriston CDP,51,35640
2020,Hayfield CDP,51,35912
2020,Haymarket town,51,35976
2020,Haysi town,51,36008
2020,Heathsville CDP,51,36216
2020,Henry Fork CDP,51,36445
2020,Herndon town,51,36648
2020,Highland Springs CDP,51,37032
2020,Hillsboro town,51,37288
2020,Hillsville town,51,37336
2020,Hilltown CDP,51,37380
2020,Hiltons CDP,51,37432
2020,Hiwassee CDP,51,37544
2020,Hollins CDP,51,37880
2020,Hollymead CDP,51,38032
2020,Honaker town,51,38280
2020,Hopewell city,51,38424
2020,Horntown CDP,51,38504
2020,Horse Pasture CDP,51,38552
2020,Hot Springs CDP,51,38632
2020,Huntington CDP,51,39064
2020,Hurt town,51,39224
2020,Hutchison CDP,51,39259
2020,Hybla Valley CDP,51,39304
2020,Idylwood CDP,51,39448
2020,Independence town,51,39528
2020,Independent Hill CDP,51,39544
2020,Innovation CDP,51,39916
2020,Innsbrook CDP,51,39920
2020,Iron Gate town,51,40024
2020,Irvington town,51,40088
2020,Ivanhoe CDP,51,40216
2020,Ivor town,51,40232
2020,Ivy CDP,51,40248
2020,Jarratt town,51,40536
2020,Jewell Ridge CDP,51,41016
2020,Jolivue CDP,51,41144
2020,Jonesville town,51,41272
2020,Keezletown CDP,51,41624
2020,Keller town,51,41656
2020,Kenbridge town,51,41832
2020,Keokee CDP,51,42104
2020,Keswick CDP,51,42216
2020,Keysville town,51,42264
2020,Kilmarnock town,51,42424
2020,Kincora CDP,51,42501
2020,King and Queen Court House CDP,51,42536
2020,King George CDP,51,42568
2020,Kings Park CDP,51,42664
2020,Kings Park West CDP,51,42680
2020,Kingstowne CDP,51,42746
2020,King William CDP,51,42792
2020,La Crosse town,51,43176
2020,Lafayette CDP,51,43224
2020,Lake Barcroft CDP,51,43352
2020,Lake Caroline CDP,51,43359
2020,Lake Holiday CDP,51,43392
2020,Lake Land'Or CDP,51,43420
2020,Lake Monticello CDP,51,43424
2020,Lake of the Woods CDP,51,43430
2020,Lake Ridge CDP,51,43432
2020,Lakeside CDP,51,43464
2020,Lake Wilderness CDP,51,43600
2020,Lancaster CDP,51,43704
2020,Lansdowne CDP,51,44048
2020,Laurel CDP,51,44280
2020,Laurel Hill CDP,51,44430
2020,Laurel Park CDP,51,44476
2020,Lawrenceville town,51,44520
2020,Laymantown CDP,51,44620
2020,Lebanon town,51,44696
2020,Lee Mont CDP,51,44952
2020,Leesburg town,51,44984
2020,Leesylvania CDP,51,45008
2020,Lexington city,51,45512
2020,Lincolnia CDP,51,45784
2020,Linton Hall CDP,51,45957
2020,Linville CDP,51,45960
2020,Loch Lomond CDP,51,46328
2020,Locust Mount CDP,51,46456
2020,Long Branch CDP,51,46760
2020,Lorton CDP,51,47064
2020,Loudoun Valley Estates CDP,51,47136
2020,Louisa town,51,47144
2020,Lovettsville town,51,47208
2020,Lovingston CDP,51,47224
2020,Lowes Island CDP,51,47296
2020,Low Moor CDP,51,47352
2020,Lunenburg CDP,51,47496
2020,Luray town,51,47528
2020,Lynchburg city,51,47672
2020,Lyndhurst CDP,51,47720
2020,McDowell CDP,51,48184
2020,McGaheysville CDP,51,48232
2020,McKenney town,51,48344
2020,McLean CDP,51,48376
2020,McMullin CDP,51,48445
2020,McNair CDP,51,48450
2020,Madison town,51,48488
2020,Madison Heights CDP,51,48520
2020,Makemie Park CDP,51,48776
2020,Mallow CDP,51,48856
2020,Manassas city,51,48952
2020,Manassas Park city,51,48968
2020,Manchester CDP,51,48996
2020,Mantua CDP,51,49144
2020,Mappsburg CDP,51,49320
2020,Mappsville CDP,51,49336
2020,Marion town,51,49464
2020,Marshall CDP,51,49656
2020,Martinsville city,51,49784
2020,Mason Neck CDP,51,49998
2020,Massanetta Springs CDP,51,50020
2020,Massanutten CDP,51,50030
2020,Mathews CDP,51,50104
2020,Matoaca CDP,51,50136
2020,Maurertown CDP,51,50200
2020,Max Meadows CDP,51,50312
